MeasurementID,DeviceID,ReportTime,OutputFrequency,PM1_Conc_Mass_Value,PM1_Conc_Mass_Raw,PM1_Conc_Mass_Weight,PM1_Conc_Number_Value,PM1_Conc_Number_Raw,PM1_Conc_Number_Weight,PM2.5_Conc_Mass_Value,PM2.5_Conc_Mass_Raw,PM2.5_Conc_Mass_Weight,PM2.5_Conc_Number_Value,PM2.5_Conc_Number_Raw,PM2.5_Conc_Number_Weight,PM10_Conc_Mass_Value,PM10_Conc_Mass_Raw,PM10_Conc_Mass_Weight,PM10_Conc_Number_Value,PM10_Conc_Number_Raw,PM10_Conc_Number_Weight,NO2_Conc_Value,NO2_Conc_Raw,NO2_Conc_Weight,Relative_Humidity_Value,Relative_Humidity_Raw,Relative_Humidity_Weight,Temperature_Value,Temperature_Raw,Temperature_Weight
a96cdff65a7743291974ae4a,AH3MQFFJ,2023-06-14T23:57:17.537Z,minute,18.41,18.41,1,33.36,33.36,1,29.37,29.37,1,34.97,34.97,1,34.49,34.49,1,35.18,35.18,1,15.5,15.5,1,78.12,78.12,1,27.11,27.11,1
7b85a98ad5f1154f7d415abc,AH3MQFFJ,2023-06-14T23:40:13.798Z,minute,17.39,17.39,1,29.86,29.86,1,26.58,26.58,1,31.27,31.27,1,31.36,31.36,1,31.46,31.46,1,13.78,13.78,1,77.5,77.5,1,27.18,27.18,1
d3bb4075047c62776acdaf7c,AH3MQFFJ,2023-06-14T23:23:10.300Z,minute,19.27,19.27,1,33.61,33.61,1,27.54,27.54,1,35.03,35.03,1,31.08,31.08,1,35.18,35.18,1,13.75,13.75,1,77.55,77.55,1,27.21,27.21,1
de4a8b0af83d704b5f761cb2,AH3MQFFJ,2023-06-14T23:06:06.815Z,minute,21.59,21.59,1,39.38,39.38,1,33.37,33.37,1,41.07,41.07,1,40.51,40.51,1,41.34,41.34,1,14.1,14.1,1,77.88,77.88,1,27.15,27.15,1
d570d618c0cc84a3e1fcc8ef,AH3MQFFJ,2023-06-14T22:49:03.356Z,minute,19.77,19.77,1,35.39,35.39,1,28.73,28.73,1,36.91,36.91,1,33.04,33.04,1,37.05,37.05,1,15.48,15.48,1,78.02,78.02,1,27.17,27.17,1
0541de3d7c269ac2f720904c,AH3MQFFJ,2023-06-14T22:31:59.842Z,minute,19.97,19.97,1,36.12,36.12,1,30.78,30.78,1,37.76,37.76,1,37.81,37.81,1,38,38,1,16.22,16.22,1,78.14,78.14,1,27.14,27.14,1
f5043828e78bc32ed8b82ca7,AH3MQFFJ,2023-06-14T22:14:56.546Z,minute,15.42,15.42,1,27.27,27.27,1,23.58,23.58,1,28.6,28.6,1,28.06,28.06,1,28.77,28.77,1,15.39,15.39,1,78.16,78.16,1,27.08,27.08,1
509ee29a71fb73d9dbef67aa,AH3MQFFJ,2023-06-14T21:57:52.720Z,minute,16.69,16.69,1,28.89,28.89,1,23.38,23.38,1,30.14,30.14,1,28.27,28.27,1,30.26,30.26,1,18.42,18.42,1,77.98,77.98,1,27.15,27.15,1
de7f6036e000910627f58754,AH3MQFFJ,2023-06-14T21:40:48.213Z,minute,15.62,15.62,1,27.36,27.36,1,22.77,22.77,1,28.58,28.58,1,28.77,28.77,1,28.7,28.7,1,16.65,16.65,1,77.35,77.35,1,27.17,27.17,1
439bb26c5c0ef2ec1c0e09db,AH3MQFFJ,2023-06-14T21:23:44.635Z,minute,17.77,17.77,1,31.07,31.07,1,26.65,26.65,1,32.59,32.59,1,32.73,32.73,1,32.75,32.75,1,17.69,17.69,1,77.52,77.52,1,27.24,27.24,1
eab1f399265ca7c629f8920d,AH3MQFFJ,2023-06-14T21:06:41.061Z,minute,16.11,16.11,1,28.02,28.02,1,23.14,23.14,1,29.19,29.19,1,27.02,27.02,1,29.34,29.34,1,15.36,15.36,1,77.12,77.12,1,27.28,27.28,1
1953b7c56c8b97545a110d57,AH3MQFFJ,2023-06-14T20:49:37.636Z,minute,15.31,15.31,1,28.52,28.52,1,23.62,23.62,1,29.75,29.75,1,26.96,26.96,1,29.89,29.89,1,18.68,18.68,1,76.44,76.44,1,27.37,27.37,1
6337a1b65e318775bb71f3a7,AH3MQFFJ,2023-06-14T20:32:30.528Z,minute,17.5,17.5,1,32.04,32.04,1,26.77,26.77,1,33.39,33.39,1,32.38,32.38,1,33.56,33.56,1,17.55,17.55,1,76.3,76.3,1,27.41,27.41,1
0a825cda681741c522311fff,AH3MQFFJ,2023-06-14T20:15:26.774Z,minute,15.96,15.96,1,28.19,28.19,1,23.27,23.27,1,29.28,29.28,1,26.19,26.19,1,29.43,29.43,1,17.54,17.54,1,76.09,76.09,1,27.41,27.41,1
013b4b9970265885cf5af69b,AH3MQFFJ,2023-06-14T19:58:22.846Z,minute,16.85,16.85,1,28.96,28.96,1,24.42,24.42,1,30.27,30.27,1,29.19,29.19,1,30.42,30.42,1,14.68,14.68,1,75.73,75.73,1,27.46,27.46,1
78588b5b91f0845326e8c3dd,AH3MQFFJ,2023-06-14T19:41:19.284Z,minute,16.69,16.69,1,29.05,29.05,1,24,24,1,30.29,30.29,1,30.54,30.54,1,30.44,30.44,1,19.87,19.87,1,76.48,76.48,1,27.59,27.59,1
03aff05bd336ade5c3f67097,AH3MQFFJ,2023-06-14T19:24:15.899Z,minute,20.76,20.76,1,40.65,40.65,1,31,31,1,42.24,42.24,1,34.98,34.98,1,42.42,42.42,1,19.27,19.27,1,75.75,75.75,1,27.68,27.68,1
1980bdca8db7ca4fa6f36756,AH3MQFFJ,2023-06-14T19:07:12.435Z,minute,19.97,19.97,1,35.92,35.92,1,30.42,30.42,1,37.55,37.55,1,35.5,35.5,1,37.71,37.71,1,19.97,19.97,1,74.92,74.92,1,27.69,27.69,1
7b4967aa6f6d8685b35b47f3,AH3MQFFJ,2023-06-14T18:50:09.251Z,minute,18.53,18.53,1,32.39,32.39,1,28.14,28.14,1,33.75,33.75,1,33.25,33.25,1,33.95,33.95,1,23.3,23.3,1,75.61,75.61,1,27.79,27.79,1
260166a37b65755478af6d2b,AH3MQFFJ,2023-06-14T18:33:06.082Z,minute,16.19,16.19,1,28.5,28.5,1,25.88,25.88,1,29.78,29.78,1,28.24,28.24,1,29.96,29.96,1,21.14,21.14,1,75.1,75.1,1,27.95,27.95,1
71adca97be10d615bb26416d,AH3MQFFJ,2023-06-14T18:16:02.824Z,minute,16.58,16.58,1,29.36,29.36,1,26.11,26.11,1,30.65,30.65,1,30.08,30.08,1,30.86,30.86,1,18.38,18.38,1,73.64,73.64,1,28.22,28.22,1
