MeasurementID,DeviceID,ReportTime,OutputFrequency,PM1_Conc_Mass_Value,PM1_Conc_Mass_Raw,PM1_Conc_Mass_Weight,PM1_Conc_Number_Value,PM1_Conc_Number_Raw,PM1_Conc_Number_Weight,PM2.5_Conc_Mass_Value,PM2.5_Conc_Mass_Raw,PM2.5_Conc_Mass_Weight,PM2.5_Conc_Number_Value,PM2.5_Conc_Number_Raw,PM2.5_Conc_Number_Weight,PM10_Conc_Mass_Value,PM10_Conc_Mass_Raw,PM10_Conc_Mass_Weight,PM10_Conc_Number_Value,PM10_Conc_Number_Raw,PM10_Conc_Number_Weight,NO2_Conc_Value,NO2_Conc_Raw,NO2_Conc_Weight,Relative_Humidity_Value,Relative_Humidity_Raw,Relative_Humidity_Weight,Temperature_Value,Temperature_Raw,Temperature_Weight
64799dbe9424708107344fac,AVP6H7P3,2023-06-02T07:43:58.276Z,minute,29.51,29.51,1,70.74,70.74,1,40.65,40.65,1,72.68,72.68,1,55.65,55.65,1,72.97,72.97,1,7.31,7.31,1,80.32,80.32,1,28.22,28.22,1
6479998d942470810734456c,AVP6H7P3,2023-06-02T07:26:04.067Z,minute,29.22,29.22,1,67.94,67.94,1,41.63,41.63,1,70.07,70.07,1,57.84,57.84,1,70.37,70.37,1,10.08,10.08,1,81.7,81.7,1,27.51,27.51,1
6479956a9424708107343bc9,AVP6H7P3,2023-06-02T07:08:25.211Z,minute,40.12,40.12,1,105.1,105.1,1,56.08,56.08,1,108.85,108.85,1,73.86,73.86,1,109.34,109.34,1,9.75,9.75,1,83.01,83.01,1,27.08,27.08,1
64799125057d41aea7a7b660,AVP6H7P3,2023-06-02T06:50:12.465Z,minute,41.41,41.41,1,109.44,109.44,1,56.24,56.24,1,113.05,113.05,1,73.98,73.98,1,113.46,113.46,1,14.02,14.02,1,84.71,84.71,1,26.48,26.48,1
64798d00d3d5f8d5bd793627,AVP6H7P3,2023-06-02T06:32:32.071Z,minute,32.91,32.91,1,84.38,84.38,1,47.24,47.24,1,87.35,87.35,1,62.57,62.57,1,87.72,87.72,1,12.29,12.29,1,85.75,85.75,1,26.06,26.06,1
647988dea0831e97084492e2,AVP6H7P3,2023-06-02T06:14:53.553Z,minute,49.69,49.69,1,129.53,129.53,1,65.53,65.53,1,133.76,133.76,1,83.51,83.51,1,134.33,134.33,1,18.14,18.14,1,86.19,86.19,1,25.76,25.76,1
647984bfd8b93b2dbaf57e3d,AVP6H7P3,2023-06-02T05:57:17.584Z,minute,64.88,64.88,1,162.99,162.99,1,86.04,86.04,1,168.74,168.74,1,107.03,107.03,1,169.51,169.51,1,18.3,18.3,1,86.64,86.64,1,25.56,25.56,1
6479809f1a77008f51d0562c,AVP6H7P3,2023-06-02T05:39:41.831Z,minute,44.49,44.49,1,115.05,115.05,1,59.69,59.69,1,119.21,119.21,1,75.18,75.18,1,119.64,119.64,1,17.95,17.95,1,86.67,86.67,1,25.53,25.53,1
64797c7fd8b93b2dbaf56852,AVP6H7P3,2023-06-02T05:22:06.227Z,minute,45.11,45.11,1,116.9,116.9,1,61.75,61.75,1,121.08,121.08,1,79.5,79.5,1,121.64,121.64,1,14.23,14.23,1,86.18,86.18,1,25.56,25.56,1
6479785f1a77008f51d04391,AVP6H7P3,2023-06-02T05:04:30.822Z,minute,21.42,21.42,1,40.7,40.7,1,28.97,28.97,1,41.9,41.9,1,36.8,36.8,1,42.04,42.04,1,10.24,10.24,1,86.3,86.3,1,25.64,25.64,1
6479743f1a77008f51d038d8,AVP6H7P3,2023-06-02T04:46:55.410Z,minute,19.38,19.38,1,36.6,36.6,1,27.12,27.12,1,37.96,37.96,1,34.42,34.42,1,38.1,38.1,1,10.57,10.57,1,86.15,86.15,1,25.68,25.68,1
64797020a0831e97084456e1,AVP6H7P3,2023-06-02T04:29:19.747Z,minute,18.04,18.04,1,36.24,36.24,1,25.26,25.26,1,37.42,37.42,1,33.66,33.66,1,37.61,37.61,1,10.23,10.23,1,86.18,86.18,1,25.7,25.7,1
64796c0015d82801f1f1a9e8,AVP6H7P3,2023-06-02T04:11:43.514Z,minute,30.42,30.42,1,70.93,70.93,1,43.43,43.43,1,73.36,73.36,1,58.8,58.8,1,73.65,73.65,1,8.99,8.99,1,85.79,85.79,1,25.79,25.79,1
