MeasurementID,DeviceID,ReportTime,OutputFrequency,PM1_Conc_Mass_Value,PM1_Conc_Mass_Raw,PM1_Conc_Mass_Weight,PM1_Conc_Number_Value,PM1_Conc_Number_Raw,PM1_Conc_Number_Weight,PM2.5_Conc_Mass_Value,PM2.5_Conc_Mass_Raw,PM2.5_Conc_Mass_Weight,PM2.5_Conc_Number_Value,PM2.5_Conc_Number_Raw,PM2.5_Conc_Number_Weight,PM10_Conc_Mass_Value,PM10_Conc_Mass_Raw,PM10_Conc_Mass_Weight,PM10_Conc_Number_Value,PM10_Conc_Number_Raw,PM10_Conc_Number_Weight,NO2_Conc_Value,NO2_Conc_Raw,NO2_Conc_Weight,Relative_Humidity_Value,Relative_Humidity_Raw,Relative_Humidity_Weight,Temperature_Value,Temperature_Raw,Temperature_Weight
628f4ac7e408595e1745a3e7,AGGT7KJN,2023-06-14T23:57:13.503Z,minute,19.03,19.03,1,33.83,33.83,1,29.58,29.58,1,35.45,35.45,1,37.36,37.36,1,35.69,35.69,1,1.49,1.49,1,78.26,78.26,1,27.17,27.17,1
2ed69b331ae013e0033931b1,AGGT7KJN,2023-06-14T23:39:43.158Z,minute,20.61,20.61,1,38.33,38.33,1,31.72,31.72,1,39.98,39.98,1,41.5,41.5,1,40.25,40.25,1,6.91,6.91,1,79.11,79.11,1,27.31,27.31,1
e19f751730a2b59c1d6662db,AGGT7KJN,2023-06-14T23:22:13.043Z,minute,16.83,16.83,1,30.28,30.28,1,25.25,25.25,1,31.56,31.56,1,30.67,30.67,1,31.75,31.75,1,12.54,12.54,1,79.02,79.02,1,27.38,27.38,1
1e6cdf0d8e957ed5169bfff0,AGGT7KJN,2023-06-14T23:04:42.968Z,minute,22.94,22.94,1,43.4,43.4,1,34.35,34.35,1,45.31,45.31,1,42.78,42.78,1,45.54,45.54,1,6.75,6.75,1,78.59,78.59,1,27.3,27.3,1
e3cf47ff72cc2dcf0fdb7b3a,AGGT7KJN,2023-06-14T22:47:09.414Z,minute,16.19,16.19,1,29.03,29.03,1,24.35,24.35,1,30.29,30.29,1,28.04,28.04,1,30.43,30.43,1,8.96,8.96,1,78.82,78.82,1,27.21,27.21,1
3beda0b9283f736d8c2bd1a0,AGGT7KJN,2023-06-14T22:29:39.178Z,minute,17,17,1,29.76,29.76,1,25.94,25.94,1,31.21,31.21,1,30.47,30.47,1,31.38,31.38,1,7.16,7.16,1,78.65,78.65,1,27.2,27.2,1
6d295711f9358a802fa6ac8e,AGGT7KJN,2023-06-14T22:12:08.857Z,minute,19.17,19.17,1,34.46,34.46,1,29.14,29.14,1,36.02,36.02,1,33.08,33.08,1,36.2,36.2,1,6.88,6.88,1,78.39,78.39,1,27.23,27.23,1
2601d0fff0f7a87943721ea5,AGGT7KJN,2023-06-14T21:54:38.294Z,minute,23.77,23.77,1,46.11,46.11,1,35.35,35.35,1,48.16,48.16,1,43.5,43.5,1,48.33,48.33,1,5.91,5.91,1,78.28,78.28,1,27.27,27.27,1
0f32ea26012fadaa31d94a9f,AGGT7KJN,2023-06-14T21:37:07.961Z,minute,59.25,59.25,1,143.66,143.66,1,97.29,97.29,1,151.66,151.66,1,136.53,136.53,1,153.01,153.01,1,8.38,8.38,1,78.09,78.09,1,27.3,27.3,1
d09283f95bc90b77f35e21d0,AGGT7KJN,2023-06-14T21:19:37.692Z,minute,19.42,19.42,1,34.92,34.92,1,29.46,29.46,1,36.56,36.56,1,33.35,33.35,1,36.73,36.73,1,8.01,8.01,1,77.91,77.91,1,27.35,27.35,1
75b375969146226ad6607dfd,AGGT7KJN,2023-06-14T21:02:07.220Z,minute,22.3,22.3,1,41.33,41.33,1,33.08,33.08,1,43.03,43.03,1,39.77,39.77,1,43.25,43.25,1,8.69,8.69,1,78.04,78.04,1,27.37,27.37,1
08281a9e474d517862786610,AGGT7KJN,2023-06-14T20:44:32.593Z,minute,19.98,19.98,1,37.28,37.28,1,30.98,30.98,1,38.86,38.86,1,36.51,36.51,1,39.09,39.09,1,12.08,12.08,1,78.48,78.48,1,27.44,27.44,1
06705a3e700dfa48655381a9,AGGT7KJN,2023-06-14T20:27:01.769Z,minute,24.36,24.36,1,49.93,49.93,1,35.75,35.75,1,51.89,51.89,1,45.5,45.5,1,52.19,52.19,1,12.75,12.75,1,77.89,77.89,1,27.49,27.49,1
7851a8b6b5746284102607dd,AGGT7KJN,2023-06-14T20:09:31.472Z,minute,21.22,21.22,1,39.62,39.62,1,31.45,31.45,1,41.29,41.29,1,36.67,36.67,1,41.44,41.44,1,11.91,11.91,1,77.19,77.19,1,27.54,27.54,1
3aaf42f21ae2ebc803d5b47b,AGGT7KJN,2023-06-14T19:52:01.006Z,minute,22.61,22.61,1,44.6,44.6,1,32.89,32.89,1,46.32,46.32,1,41.48,41.48,1,46.52,46.52,1,9.4,9.4,1,76.73,76.73,1,27.59,27.59,1
5b4faa89ffdc4ba3bcd960cb,AGGT7KJN,2023-06-14T19:34:27.558Z,minute,22.15,22.15,1,42.02,42.02,1,32.54,32.54,1,43.85,43.85,1,39.54,39.54,1,44.04,44.04,1,13.08,13.08,1,76.4,76.4,1,27.71,27.71,1
3d6ebfed2e8e72fd79c818d8,AGGT7KJN,2023-06-14T19:16:57.369Z,minute,31.13,31.13,1,72.74,72.74,1,46.68,46.68,1,75.95,75.95,1,58.46,58.46,1,76.34,76.34,1,16.62,16.62,1,77.02,77.02,1,27.75,27.75,1
